journal|year|author|repec
American Economic Review|2016|David Autor|pdo78
American Economic Review|2016|David Autor|pdo78
American Economic Review|2016|David Autor|pdo78
American Economic Review|2016|David Figlio|pfi57
American Economic Review|2016|Krzysztof Karbownik|pka688
American Economic Review|2016|Jeffrey Roth|pfi57
American Economic Review|2016|Melanie Wasserman|none
American Economic Review|2016|Ingvild Almås|pal396
American Economic Review|2016|Alexander W. Cappelen|pca561
American Economic Review|2016|Kjell G. Salvanes|psa3
American Economic Review|2016|Erik Ø. Sørensen|psr18
American Economic Review|2016|Bertil Tungodden|ptu94
American Economic Review|2016|David Neumark|pne16
American Economic Review|2016|Ian Burn|pbu419
American Economic Review|2016|Patrick Button|pbu419
American Economic Review|2016|Patrick Button|pbu419
American Economic Review|2016|Joanna N. Lahey|pla533
American Economic Review|2016|Douglas Oxley|none
American Economic Review|2016|Henry S. Farber|none
American Economic Review|2016|Dan Silverman|psi181
American Economic Review|2016|Till von Wachter|pvo196
American Economic Review|2016|Anthony Heyes|phe112
American Economic Review|2016|John A. List|pli176
American Economic Review|2016|Maximilian Schmeiser|psc279
American Economic Review|2016|Christiana Stoddard|none
American Economic Review|2016|Carly Urban|none
American Economic Review|2016|Cristina Borra|pbo363
American Economic Review|2016|Libertad González|pgo87
American Economic Review|2016|Almudena Sevilla|pse150
American Economic Review|2016|Catherine Buffington|pbu404
American Economic Review|2016|Benjamin Cerf|pha904
American Economic Review|2016|Christina Jones|none
American Economic Review|2016|Bruce A. Weinberg|pwe74
American Economic Review|2016|Padmaja Ayyagari|pay52
American Economic Review|2016|Daifeng He|phe334
American Economic Review|2016|Rodney J. Andrews|none
American Economic Review|2016|Kalena E. Cortes|none
American Economic Review|2016|Jane Arnold Lincove|none
American Economic Review|2016|Fernando Lozano|plo228
American Economic Review|2016|Jessica Shiwen Cheng|none
American Economic Review|2016|LaTanya Brown-Robertson|none
American Economic Review|2016|Marcus Casey|pca1334
American Economic Review|2016|Bradley Hardy|pca1334
American Economic Review|2016|Daniel Muhammad|none
American Economic Review|2016|Tisha L. N. Emerson|none
American Economic Review|2016|Linda English|none
American Economic Review|2016|Aaron Swoboda|psw23
American Economic Review|2016|Lauren Feiler|none
American Economic Review|2016|KimMarie McGoldrick|pmc278
American Economic Review|2016|Peter W. Schuhmann|none
American Economic Review|2016|William T. Alpert|pal78
American Economic Review|2016|Kenneth A. Couch|pco89
American Economic Review|2016|Oskar R. Harmon|pha123
American Economic Review|2016|Amitabh Chandra|pch893
American Economic Review|2016|Douglas Staiger|pst466
American Economic Review|2016|Joshua Angrist|pan29
American Economic Review|2016|Peter Hull|phu366
American Economic Review|2016|Parag Pathak|ppa503
American Economic Review|2016|Christopher Walters|pwa296
American Economic Review|2016|Raj Chetty|pch161
American Economic Review|2016|John N. Friedman|pfr119
American Economic Review|2016|Jonah Rockoff|none
American Economic Review|2016|Gary Chamberlain|none
American Economic Review|2016|Rachel E. Kranton|pkr176
American Economic Review|2016|Jean-Paul Carvalho|pca795
American Economic Review|2016|Robert Akerlof|pak7
American Economic Review|2016|Dennis J. Snower|psn9
American Economic Review|2016|Steven J. Bosworth|pbo1025
American Economic Review|2016|Anuj K. Shah|none
American Economic Review|2016|Jens Ludwig|none
American Economic Review|2016|John Beshears|none
American Economic Review|2016|Katherine L. Milkman|none
American Economic Review|2016|Joshua Schwartzstein|psc473
American Economic Review|2016|Frank Schilbach|psc824
American Economic Review|2016|Heather Schofield|none
American Economic Review|2016|Sendhil Mullainathan|pmu103
American Economic Review|2016|Timothy J. Hatton|pha305
American Economic Review|2016|Susan F. Martin|none
American Economic Review|2016|Jeffrey D. Sachs|none
American Economic Review|2016|Semih Tumen|ptu44
American Economic Review|2016|Mónica García-Pérez|pga559
American Economic Review|2016|Francisca Antman|pan425
American Economic Review|2016|Brian Duncan|none
American Economic Review|2016|Stephen J. Trejo|ptr78
American Economic Review|2016|Théophile T. Azomahou|none
American Economic Review|2016|Raouf Boucekkine|pbo84
American Economic Review|2016|Bity Diene|none
American Economic Review|2016|Alberto Dávila|none
American Economic Review|2016|Marie T. Mora|none
American Economic Review|2016|Markus K. Brunnermeier|pbr31
American Economic Review|2016|Yuliy Sannikov|none
American Economic Review|2016|Dong Beom Choi|pch1387
American Economic Review|2016|Thomas M. Eisenbach|pei36
American Economic Review|2016|Tanju Yorulmazer|pyo66
American Economic Review|2016|Wei Cui|pcu144
American Economic Review|2016|Sören Radde|pra843
American Economic Review|2016|Gauti B. Eggertsson|peg7
American Economic Review|2016|Neil R. Mehrotra|none
American Economic Review|2016|Lawrence H. Summers|psu137
American Economic Review|2016|Markus K. Brunnermeier|pbr31
American Economic Review|2016|Luis Garicano|pga77
American Economic Review|2016|Philip R. Lane|pla15
American Economic Review|2016|Marco Pagano|ppa56
American Economic Review|2016|Ricardo Reis|pre73
American Economic Review|2016|Tano Santos|none
American Economic Review|2016|David Thesmar|pth258
American Economic Review|2016|Stijn Van Nieuwerburgh|pva368
American Economic Review|2016|Dimitri Vayanos|pva498
American Economic Review|2016|Ricardo J. Caballero|pca44
American Economic Review|2016|Emmanuel Farhi|pfa207
